,dialogue_id,turn,text,role,topic,intent,sentiment,urgency
10157,2938,3,"Сроочно: дома был весь день, звонков не пропускал!",client,delivery,response,neutral,1
10158,2939,1,"Ну вот, хочу изменить адрес доставки, переехал на новое место, еси нужно — заказ 344662.",client,delivery,delivery_issue,neutral,2
10160,2939,3,"Мой актуальный адрес: ул. Ленина, д. 15, кв. 42. В наше время такого бардака не было!",client,delivery,response,neutral,1
10163,2940,2,"Добрый день, Это уже недопустимо. курьер не смог дозвониться, хотя телефон был при мне весь день. Жду решения в ближайшее время.",client,delivery,response,neutral,3
10165,2940,4,"Это уже недопустимо. ладно, тогда подожду!",client,delivery,acknowledgment,neutral,2
10166,2941,1,Получил заказ с повреждённой упаковкой. Прошу решить оперативно.,client,delivery,delivery_issue,neutral,2
10168,2941,3,Курьер звонил один раз и сразу сбросил. Времени на это у меня немного.,client,delivery,response,neutral,1
10170,2942,1,"Добрый день. хочу изменить адрес доставки, переехал на новое место.",client,delivery,delivery_issue,neutral,5
10172,2942,3,"Добрый день. номер заказа 81629, если понадобится.",client,delivery,response,neutral,3
10174,2943,1,"Привет, я тут не сильно разбираюсь, но можно ли забрать заказ из пункта выдачи пораньше.",client,delivery,delivery_issue,negative,5
10176,2944,1,"Слуш, курер до сих пор не приехал, хтя время доставки давно прошло!",client,delivery,delivery_issue,negative,5
